tier,score,platform,restaurantName,sourceUrl,flags,nextAction,restaurantId
green,17,anota_ai,Tchê Costelaria,https://pedido.anota.ai/loja/tche-costela-e-vinhos?f=msa,,fast_visual_review_then_import,07925905-2691-4f71-b3a2-dc8fa614a2f0
green,17,anota_ai,Terraço da Liberdade (Panquecaria da Liberdade),https://pedido.anota.ai/loja/terrao-da-liberdade,,fast_visual_review_then_import,da7496f3-50f8-4bdb-8c9f-e146ea91eb91
green,17,anota_ai,The House Food,https://pedido.anota.ai/loja/the-house-pizzaria-1?f=msa,,fast_visual_review_then_import,b180a38e-c067-482a-acbe-db0c177e01ef
green,17,anota_ai,The Woods Restô Bar,https://pedido.anota.ai/loja/the-woods-rb?f=msa,,fast_visual_review_then_import,3a679d0f-256e-489d-aa62-d985f36a121b
green,17,anota_ai,Ulin Lanches,https://pedido.anota.ai/loja/ulin-lanches?f=msa,,fast_visual_review_then_import,df756b30-aa88-44a9-8696-849af835b933
green,17,anota_ai,Varanda Pizzaria,https://pedido.anota.ai/loja/varanda-pizzaria-cg?f=msa,,fast_visual_review_then_import,8cd09e66-60a7-4b90-ac63-97b3b21f2c3b
green,17,anota_ai,Villa Pizza,https://pedido.anota.ai/loja/villa-pizza-delivery?f=msa,,fast_visual_review_then_import,dc94c164-d2d1-463f-8b60-8474d35ae1cc
green,18,anota_ai,Bebelu Sanduíches Centro,https://app.anota.ai/Bebelucg,,fast_visual_review_then_import,624a1b1d-80ea-4c9c-a5ed-a1cb81702e16
green,18,anota_ai,Laluca Doceria,https://pedido.anota.ai/loja/laluca-doceria?f=msa,,fast_visual_review_then_import,d7888d9e-574b-4bb0-a2c9-0e3a33c79b2b
green,18,anota_ai,Ôxente coxinha,https://pedido.anota.ai/loja/oxente-coxinha?f=msa,,fast_visual_review_then_import,cf74a254-e6c6-4643-95d1-5a7c04c74c40
green,27,instadelivery,Açaí de ouro Br,https://instadelivery.com.br/acaideourobr,,fast_visual_review_then_import,346e840a-9bb1-4239-993c-9149be6c3117
green,27,instadelivery,Amigo Burger CG,https://instadelivery.com.br/amigoburgercg,,fast_visual_review_then_import,a16cac18-56d2-45a7-b008-2daa12e35a44
green,27,instadelivery,BURGUER BRUTUS,https://instadelivery.com.br/burguerbrutus,,fast_visual_review_then_import,5e6bc05b-d9be-4907-82eb-49e256970fef
green,27,instadelivery,Casa de Marmitex,https://instadelivery.com.br/marmitexdeliveryPB,,fast_visual_review_then_import,a8990615-c31f-4264-831b-ef5fda8a6274
green,27,instadelivery,Flames Pizzaria Italiana,https://instadelivery.com.br/flamespizzariagastronomia,,fast_visual_review_then_import,5f9cb8ca-5f52-4d0c-8d8f-61042b33d8ce
green,27,instadelivery,Flames Pizzaria Italiana,https://instadelivery.com.br/flamespizzariagastronomia,,fast_visual_review_then_import,e1a67051-bcfa-457f-9faf-1922c49019c0
green,27,instadelivery,Gloria Nascimento Doces,https://instadelivery.com.br/glorianascimentodoces,,fast_visual_review_then_import,d176eb07-f728-4150-8ec7-bb9600afa96f
green,27,instadelivery,La Francesa,https://instadelivery.com.br/pizzariaesfiharialafrancesa,,fast_visual_review_then_import,de753100-ea4a-4b56-bf2e-4c780015e8f6
green,27,instadelivery,Okay sushi delivery cg,https://instadelivery.com.br/okaysushidelivery,,fast_visual_review_then_import,6866361f-dbf4-4244-9c05-c55e077d0439
green,27,instadelivery,Puro sabor lanchonet,https://instadelivery.com.br/purosaborhamburgueria,,fast_visual_review_then_import,54c8a6e5-2bc6-4645-8530-51b0e6f7fd5b
green,27,instadelivery,Sabor Gelado's,https://instadelivery.com.br/saborgelados,,fast_visual_review_then_import,f766567e-5825-49c1-852b-bf0fda1a0341
green,27,instadelivery,Sushi like,https://instadelivery.com.br/sushilike,,fast_visual_review_then_import,82dfbc86-213f-40cb-98c3-a53becba6831
green,27,instadelivery,Top Sushi Japanfood,https://instadelivery.com.br/topsushijapanfood,,fast_visual_review_then_import,53225174-8ebc-41d8-9cf6-463f14300e7d
green,27,instadelivery,Vila’s burguer,https://instadelivery.com.br/vilasburguer,,fast_visual_review_then_import,1e79c945-219b-4bb4-92e1-a50f1195b8c6
green,28,instadelivery,Pare aqui Pastelaria,https://instadelivery.com.br/pareaquipastelaria,,fast_visual_review_then_import,a51f068e-8df6-453f-944e-7d6f1c0b4884
green,28,instadelivery,Tonkatsu sushi,https://instadelivery.com.br/tonkatsusushi,,fast_visual_review_then_import,cd2d856b-948f-473a-866c-993c6194b756
green,32,brendi,HOME Dogueria Artesanal,https://pedido.brendi.com.br/home-dogueria-artesanal-tres-irmas,,fast_visual_review_then_import,40bac8f6-849c-483e-86d0-0bc9ee9163ab
green,32,brendi,O Assadão Hamburgueria,https://pedido.brendi.com.br/o-assadao-hamburgueria/,,fast_visual_review_then_import,f9e04cf7-e4a2-4b8b-8cef-95ae468484d2
green,32,brendi,Portuga lanches,https://pedido.brendi.com.br/portuga-lanches,,fast_visual_review_then_import,9873b489-9006-4b63-9eef-02399ebc9fa1
green,32,brendi,Vamp Burguer,https://menu.brendi.com.br/vamp-burguer-liberdade/,,fast_visual_review_then_import,ab396c02-0a54-4480-bf3b-fddacc7401bf
green,33,brendi,Gastrô da Débora,https://menu.brendi.com.br/gastro-da-debora,,fast_visual_review_then_import,f8e00a9a-5c34-4f9d-bdfa-a7920af75131
green,37,goomer,Glacê Real Confeitaria,https://glace-real-encomendas.goomer.app/,,fast_visual_review_then_import,19ab266f-229c-4492-af45-0a94d956bc17
green,38,goomer,Iná Confeitaria Vegana,https://ina-confeitaria-vegana.goomer.app/,,fast_visual_review_then_import,d2e8faf7-0bf5-4f7e-b18a-a832fb0c0a75
green,42,saipos,AllanGrill,http://allangrill.saipos.com/,,fast_visual_review_then_import,43058685-2b9d-4667-a5cc-074beb23d260
green,42,saipos,Cachorro Quente do Zé CG,https://cachorroquentedozecg.saipos.com/home,,fast_visual_review_then_import,2a0a758c-6e69-44bb-b555-8f04b4011b3f
green,42,saipos,Domini Pizzas,https://dominipizzas.saipos.com/home,,fast_visual_review_then_import,186b7902-c9ee-486c-a2f8-87f30dfe1a34
green,42,saipos,Espetinho da Liberdade,https://espetinhodaliberdade.saipos.com/home,,fast_visual_review_then_import,7623f92f-a6a0-45bb-a8c0-cee9531c1b11
green,42,saipos,Espetinho da Liberdade,https://espetinhodaliberdade.saipos.com/home,,fast_visual_review_then_import,d4d12c20-422d-4cfb-8083-966fc95dcb53
green,42,saipos,Imaginário Gastrobar,https://imaginario.saipos.com/home,,fast_visual_review_then_import,a9194b61-39f8-4230-9031-92d438103df3
green,42,saipos,"Pariocas Bar e Restaurante – Almoço, Jantar, Petiscos, Sinuca e Karaokê em Campina Grande",https://pariocasbar.saipos.com/home,,fast_visual_review_then_import,63e25475-b2c2-4624-9a6d-0c9b39cdf930
green,42,saipos,Toriba Grill Restaurante,http://toribagrill.saipos.com/,,fast_visual_review_then_import,62f84182-e795-4e9b-893a-bc2bea9409ce
green,42,saipos,Yoi Expresso,https://yoiexpresso.saipos.com/home,,fast_visual_review_then_import,603961e5-9087-4991-9b98-e122443ed589
green,47,olaclick,A Doceria,https://adoceriacg.ola.click/products,,fast_visual_review_then_import,1d7aae77-7ce0-4542-a2fa-13b2faefc7fa
green,47,olaclick,Açai da Yasmin,https://acai-da-yasmin.ola.click/products,,fast_visual_review_then_import,3b9a1be3-8e16-455f-a295-99786cfb4fff
green,47,olaclick,Casa do Macarrão,https://casa-do-macarrao-2.ola.click/products,,fast_visual_review_then_import,3f264362-db7e-4c00-aa63-581f80561f30
green,47,olaclick,Costelaria Barba Branca,https://costelaria-barba-branca.ola.click/,,fast_visual_review_then_import,5c9a01c7-d5fb-4be4-ad1f-66ac323c384c
green,47,olaclick,Espetinho da Sol,https://espetinho-da-sol.ola.click/products,,fast_visual_review_then_import,0d43fc32-0e02-4f7a-8b59-67cb4a4e6869
green,47,olaclick,Espeto E Panela,https://espeto-e-panela.ola.click/products,,fast_visual_review_then_import,1597a59b-e778-40e8-87ca-ddb22107169d
green,47,olaclick,Hot Burguer,https://hot-burguer-10.ola.click/,,fast_visual_review_then_import,52dfbab4-7041-41fc-af14-cfe80928463e
green,47,olaclick,itachi temakeria,https://itachitemakeria.ola.click/,,fast_visual_review_then_import,184cf5e5-4f31-43f7-a46f-744bd78c1664
green,47,olaclick,itachi temakeria,https://itachitemakeria.ola.click/,,fast_visual_review_then_import,03e6e0c8-d8df-4b80-8b22-86c4de18471b
green,47,olaclick,Marmitaria da Sandra,https://marmitaria-da-sandra.ola.click/,,fast_visual_review_then_import,6c988159-745e-4578-81ea-33b762c46e38
green,47,olaclick,Restaurante e Delivery - O Assadão Grill,https://o-assadao-grill-delivery.ola.click/products,,fast_visual_review_then_import,6b83f8a5-8518-4653-ae48-18fc7d3436dd
green,57,deliverydireto,Mania Lanches,https://deliverymuch.com.br/inicio/lista-restaurantes/campina-grande-pb/mania-lanches-6e4mk,,fast_visual_review_then_import,a3a6b94f-2635-4908-b06d-424a5a76f6de
green,57,deliverydireto,Picuí Sopas,https://www.deliverymuch.com.br/inicio/lista-lojas/campina-grande-pb/picui-sopas-n5gqx,,fast_visual_review_then_import,4c187e30-5b49-4de7-8a54-3d88fcc6e3cc
green,57,deliverydireto,The Poke - Campina Grande,https://deliverydireto.com.br/virtual-menu/thepokefastfoodhavaiano/thepoke-campina/menu?dd=menu,,fast_visual_review_then_import,c3e0f402-0ae0-455b-bacf-d01a89b7738f
green,62,menudino,Casa Gramado,https://casagramado.menudino.com/?rwg_token=AE37R_gcy3XNwihIrbxHtBbgFTzMpfh1yz41zIpIsaYRZqHx8u5umB80tKAwOeT9fNfGjDisLfkRJJ7lfoZjZEHdRHWu_7OAPIQ_sGB2QRv0nPQGx7viBgE%3D,,fast_visual_review_then_import,68770e3d-01e7-4d13-811b-412d3452ef20
green,62,menudino,O Líder Lanches,https://oliderlanches.menudino.com/,,fast_visual_review_then_import,a42bb046-fe4d-4dd9-8cc1-0e871a5ed583
green,62,menudino,Temppero,https://temppero.menudino.com/,,fast_visual_review_then_import,e4da25d1-4b30-4591-b6fe-92d62033c181
green,63,menudino,Batata + Sabor,http://saborbatata.menudino.com/,,fast_visual_review_then_import,270401cf-ad75-412b-b51d-8a5bbbb04bca
green,67,diggy,explosão do Sabor Açaí e lanches,https://diggy.menu/explosaodosabor,,fast_visual_review_then_import,a6f07143-eeb5-45fc-a1ab-a0a4262725d7
green,67,diggy,Sakura,https://diggy.menu/sakura,,fast_visual_review_then_import,fc6676a6-e37a-43c2-b634-c707fc42e830
green,67,diggy,Tacho de Ouro culinária oriental,https://diggy.menu/624043a47127656d51d4317e,,fast_visual_review_then_import,3d44262c-b470-46d4-8664-106397b6e364
green,67,diggy,Yume.cg,https://diggy.menu/yumecg,,fast_visual_review_then_import,012a8706-e4cf-4060-837f-b7081c70621d
green,72,meucarrinho,Dvino Restaurante,https://meucarrinho.delivery/dvinorestaurante,,fast_visual_review_then_import,b29609fb-49cf-411f-ba85-727fc81044c0
green,72,meucarrinho,Restaurante Tanika,https://meucarrinho.delivery/restaurantetanika,,fast_visual_review_then_import,0b51039b-e7eb-40ba-a262-573ff1e55aec
green,72,meucarrinho,Top pizza,https://meucarrinho.delivery/toppizzacampinagrande,,fast_visual_review_then_import,2c5f3b7b-1744-4cc9-97d4-baaedab8584c
green,77,yooga,Divina sopa,https://delivery.yooga.app/divina-sopa,,fast_visual_review_then_import,9c793450-9978-4284-a413-de7a290f33bd
green,77,yooga,Rose Restaurante,https://delivery.yooga.app/restaurante-da-rose-,,fast_visual_review_then_import,5b0bef57-eb3a-45ae-b84a-4845bb1bbb03
green,82,pedir,Divina Culinária,http://pedir.to/divinaculinaria,,fast_visual_review_then_import,d73e7d90-dcd9-4659-834c-6d00dbc8e409
green,82,pedir,Divina Culinária,http://pedir.to/divinaculinaria,,fast_visual_review_then_import,5b941194-b8e0-46e5-8286-4bcfa7a7a11b
green,82,pedir,Restaurante Tábua de Carne,https://pedir.delivery/app/tabuadecarne-cg/menu,,fast_visual_review_then_import,286e622d-dee5-4b0c-9414-5a364c0f2b89
green,82,pedir,Tempero D'Casa Self-service,https://pedir.delivery/app/temperodecasa/menu,,fast_visual_review_then_import,456e95ae-d09e-42f3-b16f-73f87cbde1a8
yellow,107,cardapio_ai,Churras Grego,https://cardapio.ai/churras-grego,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,7d46ac1a-8be4-49b3-9aae-8e73a0f56de3
yellow,107,cardapio_ai,Devory Empadas,https://cardapio.ai/devory-empadas,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,fe4dd04f-a7dc-4d45-a28e-171a597707fa
yellow,107,cardapio_ai,HOMER LANCHES,https://cardapio.ai/homer-burguer,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,ea4e1c7e-22c8-47ec-a501-6920c00a830a
yellow,107,cardapio_ai,Tapiocaria da lu,https://cardapio.ai/tapiocaria-da-lu,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,6331be79-b127-4998-b145-88ec4b232039
yellow,108,cardapio_ai,Império Açaíteria,https://cardapio.ai/imprioaaiteria,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,d1765c1c-6c22-43d5-8a01-e4bcb3fabc53
yellow,117,whatsmenu,Colher De Sopa Restaurante,https://www.whatsmenu.com.br/sopariacolherdesopa,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,1d083362-69ed-4542-ac9e-54616f56c3bf
yellow,117,whatsmenu,Family Burguer,https://whatsmenu.com.br/familyburguer,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,9e7335f0-9462-42cc-a39e-b4b495d9077f
yellow,117,whatsmenu,Lú Lanches,https://whatsmenu.com.br/lululanches,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,d185ded8-e32d-4d7a-9fd0-2d106e0ae0d7
yellow,117,whatsmenu,Megabite - Hamburgueria & Açaíteria,http://whatsmenu.com.br/megabiteburguer,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,4ca1a875-ebea-48c6-9b1f-a73756671d21
yellow,117,whatsmenu,Pirata Lanches,https://whatsmenu.com.br/piratalanches,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,a6e22bb7-12a9-4bbb-9bea-0151c11c569b
yellow,117,whatsmenu,Vila Chica,https://whatsmenu.com.br/vilachica,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,fa803933-8a29-4357-bd5c-bd01ac663ac8
yellow,118,whatsmenu,Big Dog Lanches,https://whatsmenu.com.br/bigdoglanche,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,9e287acb-b3b8-4811-bf78-188b306c0082
yellow,127,cardapiodigital,Bar do Nil,https://cardapiodigital.io/200d969f-d043-4ed8-b86d-795fa250e5c6,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,e27ec5cf-05ef-43de-be08-c433ca7cb129
yellow,127,cardapiodigital,Crispizzacg,https://cardapiodigital.io/aada2785-06a7-49c9-91c6-33856e7b7149,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,12bd2382-67d6-4343-9487-fec5ea8a6043
yellow,127,cardapiodigital,Prata da Casa Restaurante,https://app.cardapiodigital.net/pratadacasa/,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,2ba8df8c-26b5-458f-9041-fc4c062b0713
yellow,128,cardapiodigital,Crispizzacg,https://cardapiodigital.io/aada2785-06a7-49c9-91c6-33856e7b7149,needs_extra_visual_strategy,visual_review_with_platform_specific_checks,b7afe16d-0f2d-4b5f-87de-0e6b9fc07bac
yellow,162,acainograucampinagrande.com.br,Açai no Grau Campina Grande,https://acainograucampinagrande.com.br/,unknown_platform,visual_review_with_platform_specific_checks,cb081d8e-26f5-4ec6-a793-c0863aba6306
