restaurant_id;restaurant_name;query;selected;tier;score;platform;source;title;link;flags
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;yes;red;38;maps.apple.com;organic;Lovina in Cabedelo - PB, Brazil;https://maps.apple.com/place?place-id=IF8DDAE3601ACC36F;
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;37;instagram;organic;"Lovina Ponta de Campina on Instagram: ""Procurando onde ...";https://instagram.com/reel/CawsnoPjejQ;instagram_reel_not_profile
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;37;instagram;organic;Está em João Pessoa no verão? Então você precisa vir ...;https://instagram.com/reel/DD47KO0J7v2;instagram_reel_not_profile
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;33;instagram;organic;Ponta de Campina, Cabedelo ⏰ Todos os dias das 09h às ...;https://instagram.com/p/Cb7hfQ-O4Ii;instagram_p_not_profile
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;32;tripadvisor;organic;Lovina Ponta de Campina - Restaurantes: Cabedelo;https://tripadvisor.com.br/Restaurant_Review-g793398-d4460872-Reviews-Lovina_Ponta_de_Campina-Cabedelo_State_of_Paraiba.html;
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;26;cabedelo.pb.gov.br;organic;Lovina Tropical Bar e Restaurante | Prefeitura de Cabedelo;https://cabedelo.pb.gov.br/ondecomer/lovina-tropical-bar-e-restaurante;
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;20;youtube.com;organic;LOVINA BAR E A NOVA ORLA DA PRAIA PONTA DE ...;https://youtube.com/watch?v=QQp71BtnlUc;
9488d27a-7737-4c86-b059-0e16a6fb049d;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo;Lovina Ponta de Campina | Bar | Restaurante em Cabedelo Ponta de Campina R. Vitorino Cardoso (83) 99408-6293 Cabedelo PB cardapio pedido delivery;;red;20;moovitapp.com;organic;Veja Lovina Tropical Bar & Restaurante, Cabedelo, no mapa;https://moovitapp.com/index/pt-br/transporte_p%C3%BAblico-Lovina_Tropical_Bar_Restaurante-Joao_Pessoa-site_19293254-1622;
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;yes;yellow;61;instagram;organic;Cibelly Bar & Restaurante (@cibellybar) · Cabedelo, PB;https://instagram.com/cibellybar/?hl=pt-br;
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;43;instagram;organic;Cibelly Bar & Restaurante on Instagram;https://instagram.com/reel/C6g1dFyrC9m;instagram_reel_not_profile
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;38;cabedelo.pb.gov.br;organic;Cibelly Bar e Restaurante | Prefeitura de Cabedelo;https://cabedelo.pb.gov.br/ondecomer/cibelly-bar-e-restaurante;
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;37;instagram;organic;"Cibelly Mar | Restaurante Flutuante on Instagram: ""O Cibelly ...";https://instagram.com/reel/DNkpxHOuxNi;instagram_reel_not_profile
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;32;tripadvisor;organic;CIBELLY BAR & RESTAURANTE, Cabedelo;https://tripadvisor.com.br/Restaurant_Review-g793398-d7241467-Reviews-Cibelly_Bar_Restaurante-Cabedelo_State_of_Paraiba.html;
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;26;facebook;organic;Cibelly Bar & Restaurante | Cabedelo PB;https://facebook.com/Cibellybar/?locale=pt_BR;
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;26;vendaagora.com;organic;Cibelly Bar & Restaurante - CABEDELO - PB;https://vendaagora.com/cibellybar;
acb457db-a5d7-408e-a3b5-c9cfb3caff7b;Cibelly Bar & Restaurante;Cibelly Bar & Restaurante Poço Rua Luna Pedrosa (83) 99982-5668 Cabedelo PB cardapio pedido delivery;;red;26;mocadaqueagita.com;organic;Cibelly's Bar e Restaurante;https://mocadaqueagita.com/cibellys-bar-e-restaurante;
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;yes;yellow;65;instagram;organic;gigantedomaroficial • Instagram photos and videos;https://instagram.com/gigantedomaroficial;
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;;yellow;48;tripadvisor;organic;GIGANTE DO MAR, Cabedelo - Cardápio, Preços & ...;https://tripadvisor.com.br/Restaurant_Review-g793398-d3727884-Reviews-Gigante_do_Mar-Cabedelo_State_of_Paraiba.html;
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;;yellow;47;instagram;organic;Praia de Camboinha e o Bar Gigante do Mar - a praia está ...;https://instagram.com/reel/DE758W5RTUj;instagram_reel_not_profile
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;;yellow;47;instagram;organic;Tínhamos que vir conhecer o Gigante do Mar, o restaurante ...;https://instagram.com/reel/DGbKOfhpapK;instagram_reel_not_profile
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;;yellow;46;cabedelo.pb.gov.br;organic;Gigante Do Mar Beach | Prefeitura de Cabedelo;https://cabedelo.pb.gov.br/ondecomer/gigante-do-mar-beach;
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;;red;37;instagram;organic;☀️ O verão está só começando no Gigante do Mar! Aqui é o ...;https://instagram.com/reel/DC1YXcAJcOl;instagram_reel_not_profile|city_not_confirmed
0076b4c5-2d07-416e-a1ac-3ed9e83e02e5;Gigante Do Mar Beach;Gigante Do Mar Beach Camboinha Av. Max Zagel (83) 99995-2504 Cabedelo PB cardapio pedido delivery;;red;20;execut.com.br;organic;Gigante Do Mar Bar e Restaurante;https://execut.com.br/experiencias/gigante-do-mar-bar-e-restaurante;city_not_confirmed
